;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 15/04/2022 18:39:38
;----------------------------------------------

;Address Opcode 	ASM
0x0197	0x1408      	BSF        LCD_D4, BitPos(LCD_D4+0)
L__Lcd_Cmd38:
;__Lib_Lcd.c,38 :: 		
0x0198	0x1683      	BSF        STATUS, 5
0x0199	0x1822      	BTFSC      __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
0x019A	0x299E      	GOTO       L__Lcd_Cmd39
0x019B	0x1283      	BCF        STATUS, 5
0x019C	0x1688      	BSF        LCD_RS, BitPos(LCD_RS+0)
0x019D	0x29A0      	GOTO       L__Lcd_Cmd40
L__Lcd_Cmd39:
0x019E	0x1283      	BCF        STATUS, 5
0x019F	0x1288      	BCF        LCD_RS, BitPos(LCD_RS+0)
L__Lcd_Cmd40:
;__Lib_Lcd.c,40 :: 		
0x01A0	0x1608      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,41 :: 		
0x01A1	0x2139      	CALL       _Delay_1us
;__Lib_Lcd.c,42 :: 		
0x01A2	0x1208      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,44 :: 		
0x01A3	0x1683      	BSF        STATUS, 5
0x01A4	0x1C22      	BTFSS      __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
0x01A5	0x29A8      	GOTO       L_Lcd_Cmd0
;__Lib_Lcd.c,45 :: 		
0x01A6	0x2125      	CALL       _Delay_5500us
0x01A7	0x29A9      	GOTO       L_Lcd_Cmd1
L_Lcd_Cmd0:
;__Lib_Lcd.c,47 :: 		
0x01A8	0x2132      	CALL       _Delay_50us
L_Lcd_Cmd1:
;__Lib_Lcd.c,48 :: 		
L_end_Lcd_Cmd:
0x01A9	0x0008      	RETURN
; end of _Lcd_Cmd
_SETFOV32:
;__Lib_MathDouble.c,79 :: 		
;__Lib_MathDouble.c,86 :: 		
0x01AA	0x14FB      	BSF        R11, 1
;__Lib_MathDouble.c,87 :: 		
0x01AB	0x1FFB      	BTFSS      R11, 7
;__Lib_MathDouble.c,88 :: 		
0x01AC	0x29B4      	GOTO       SETFOV32EEE
;__Lib_MathDouble.c,89 :: 		
0x01AD	0x30FF      	MOVLW      255
;__Lib_MathDouble.c,90 :: 		
0x01AE	0x00F3      	MOVWF      R3
;__Lib_MathDouble.c,91 :: 		
0x01AF	0x00F2      	MOVWF      R2
;__Lib_MathDouble.c,92 :: 		
0x01B0	0x00F1      	MOVWF      R1
;__Lib_MathDouble.c,93 :: 		
0x01B1	0x00F0      	MOVWF      R0
;__Lib_MathDouble.c,94 :: 		
0x01B2	0x0DFA      	RLF        R10, 1
;__Lib_MathDouble.c,95 :: 		
0x01B3	0x0CF2      	RRF        R2, 1
;__Lib_MathDouble.c,96 :: 		
SETFOV32EEE:
;__Lib_MathDouble.c,97 :: 		
0x01B4	0x30FF      	MOVLW      255
;__Lib_MathDouble.c,99 :: 		
L_end_SETFOV32:
0x01B5	0x0008      	RETURN
; end of _SETFOV32
_RES032:
;__Lib_MathDouble.c,123 :: 		
;__Lib_MathDouble.c,128 :: 		
0x01B6	0x01F2      	CLRF       R2
;__Lib_MathDouble.c,129 :: 		
0x01B7	0x01F1      	CLRF       R1
;__Lib_MathDouble.c,130 :: 		
0x01B8	0x01F0      	CLRF       R0
;__Lib_MathDouble.c,131 :: 		
0x01B9	0x01F8      	CLRF       R8
;__Lib_MathDouble.c,132 :: 		
0x01BA	0x01F3      	CLRF       R3
;__Lib_MathDouble.c,133 :: 		
0x01BB	0x3000      	MOVLW      0
;__Lib_MathDouble.c,135 :: 		
L_end_RES032:
0x01BC	0x0008      	RETURN
; end of _RES032
_Compare_Double:
;__Lib_MathDouble.c,2053 :: 		
;__Lib_MathDouble.c,2062 :: 		
;__Lib_MathDouble.c,2064 :: 		
0x01BD	0x1283      	BCF        STATUS, 5
;__Lib_MathDouble.c,2065 :: 		
0x01BE	0x1303      	BCF        STATUS, 6
;__Lib_MathDouble.c,2067 :: 		
0x01BF	0x01FA      	CLRF       R10
;__Lib_MathDouble.c,2068 :: 		
0x01C0	0x0873      	MOVF       R3, 0
;__Lib_MathDouble.c,2069 :: 		
0x01C1	0x1D03      	BTFSS      STATUS, 2
;__Lib_MathDouble.c,2070 :: 		
0x01C2	0x147A      	BSF        R10, 0
;__Lib_MathDouble.c,2071 :: 		
0x01C3	0x0877      	MOVF       R7, 0
;__Lib_MathDouble.c,2072 :: 		
0x01C4	0x1D03      	BTFSS      STATUS, 2
;__Lib_MathDouble.c,2073 :: 		
0x01C5	0x14FA      	BSF        R10, 1
;__Lib_MathDouble.c,2075 :: 		
0x01C6	0x087A      	MOVF       R10, 0
;__Lib_MathDouble.c,2076 :: 		
0x01C7	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2077 :: 		
0x01C8	0x2A09      	GOTO       COMPARE_EQU
;__Lib_MathDouble.c,2078 :: 		
0x01C9	0x3A03      	XORLW      3
;__Lib_MathDouble.c,2079 :: 		
0x01CA	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2080 :: 		
0x01CB	0x29D4      	GOTO       COMPARE_NOTZERO
;__Lib_MathDouble.c,2082 :: 		
0x01CC	0x187A      	BTFSC      R10, 0
;__Lib_MathDouble.c,2083 :: 		
0x01CD	0x29D1      	GOTO       COMPARE_XNOTZERO
;__Lib_MathDouble.c,2085 :: 		
0x01CE	0x1FF6      	BTFSS      R6, 7
;__Lib_MathDouble.c,2086 :: 		
0x01CF	0x2A07      	GOTO       COMPARE_LT
;__Lib_MathDouble.c,2087 :: 		
0x01D0	0x2A05      	GOTO       COMPARE_GT
;__Lib_MathDouble.c,2088 :: 		
COMPARE_XNOTZERO:
;__Lib_MathDouble.c,2089 :: 		
0x01D1	0x1FF2      	BTFSS      R2, 7
;__Lib_MathDouble.c,2090 :: 		
0x01D2	0x2A05      	GOTO       COMPARE_GT
;__Lib_MathDouble.c,2091 :: 		
0x01D3	0x2A07      	GOTO       COMPARE_LT
;__Lib_MathDouble.c,2093 :: 		
COMPARE_NOTZERO:
;__Lib_MathDouble.c,2094 :: 		
0x01D4	0x0872      	MOVF       R2, 0
;__Lib_MathDouble.c,2095 :: 		
0x01D5	0x3980      	ANDLW      128
;__Lib_MathDouble.c,2096 :: 		
0x01D6	0x00FA      	MOVWF      R10
;__Lib_MathDouble.c,2097 :: 		
0x01D7	0x13F2      	BCF        R2, 7
;__Lib_MathDouble.c,2099 :: 		
0x01D8	0x0876      	MOVF       R6, 0
;__Lib_MathDouble.c,2100 :: 		
0x01D9	0x3980      	ANDLW      128
;__Lib_MathDouble.c,2101 :: 		
0x01DA	0x13F6      	BCF        R6, 7
;__Lib_MathDouble.c,2103 :: 		
0x01DB	0x067A      	XORWF      R10, 0
;__Lib_MathDouble.c,2104 :: 		
0x01DC	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2105 :: 		
0x01DD	0x29E2      	GOTO       COMPARE_TESTALL
;__Lib_MathDouble.c,2107 :: 		
0x01DE	0x087A      	MOVF       R10, 0
;__Lib_MathDouble.c,2108 :: 		
0x01DF	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2109 :: 		
0x01E0	0x2A05      	GOTO       COMPARE_GT
;__Lib_MathDouble.c,2110 :: 		
0x01E1	0x2A07      	GOTO       COMPARE_LT
;__Lib_MathDouble.c,2112 :: 		
COMPARE_TESTALL:
;__Lib_MathDouble.c,2113 :: 		
0x01E2	0x0877      	MOVF       R7, 0
;__Lib_MathDouble.c,2114 :: 		
0x01E3	0x0273      	SUBWF      R3, 0
;__Lib_MathDouble.c,2115 :: 		
0x01E4	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2116 :: 		
0x01E5	0x29E9      	GOTO       COMPARE_C1
;__Lib_MathDouble.c,2117 :: 		
0x01E6	0x1C03      	BTFSS      STATUS, 0
;__Lib_MathDouble.c,2118 :: 		
0x01E7	0x29FD      	GOTO       GT_FALSE
;__Lib_MathDouble.c,2119 :: 		
0x01E8	0x2A01      	GOTO       GT_TRUE
;__Lib_MathDouble.c,2120 :: 		
COMPARE_C1:
;__Lib_MathDouble.c,2121 :: 		
0x01E9	0x0876      	MOVF       R6, 0
;__Lib_MathDouble.c,2122 :: 		
0x01EA	0x0272      	SUBWF      R2, 0
;__Lib_MathDouble.c,2123 :: 		
0x01EB	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2124 :: 		
0x01EC	0x29F0      	GOTO       COMPARE_C2
;__Lib_MathDouble.c,2125 :: 		
0x01ED	0x1C03      	BTFSS      STATUS, 0
;__Lib_MathDouble.c,2126 :: 		
0x01EE	0x29FD      	GOTO       GT_FALSE
;__Lib_MathDouble.c,2127 :: 		
0x01EF	0x2A01      	GOTO       GT_TRUE
;__Lib_MathDouble.c,2128 :: 		
COMPARE_C2:
;__Lib_MathDouble.c,2129 :: 		
0x01F0	0x0875      	MOVF       R5, 0
;__Lib_MathDouble.c,2130 :: 		
0x01F1	0x0271      	SUBWF      R1, 0
;__Lib_MathDouble.c,2131 :: 		
0x01F2	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2132 :: 		
0x01F3	0x29F7      	GOTO       COMPARE_C3
;__Lib_MathDouble.c,2133 :: 		
0x01F4	0x1C03      	BTFSS      STATUS, 0
;__Lib_MathDouble.c,2134 :: 		
0x01F5	0x29FD      	GOTO       GT_FALSE
;__Lib_MathDouble.c,2135 :: 		
0x01F6	0x2A01      	GOTO       GT_TRUE
;__Lib_MathDouble.c,2136 :: 		
COMPARE_C3:
;__Lib_MathDouble.c,2137 :: 		
0x01F7	0x0874      	MOVF       R4, 0
;__Lib_MathDouble.c,2138 :: 		
0x01F8	0x0270      	SUBWF      R0, 0
;__Lib_MathDouble.c,2139 :: 		
0x01F9	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2140 :: 		
0x01FA	0x2A09      	GOTO       COMPARE_EQU
;__Lib_MathDouble.c,2141 :: 		
0x01FB	0x1803      	BTFSC      STATUS, 0
;__Lib_MathDouble.c,2142 :: 		
0x01FC	0x2A01      	GOTO       GT_TRUE
;__Lib_MathDouble.c,2144 :: 		
GT_FALSE:
;__Lib_MathDouble.c,2145 :: 		
0x01FD	0x08FA      	MOVF       R10, 1
;__Lib_MathDouble.c,2146 :: 		
0x01FE	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2147 :: 		
0x01FF	0x2A07      	GOTO       COMPARE_LT
;__Lib_MathDouble.c,2148 :: 		
0x0200	0x2A05      	GOTO       COMPARE_GT
;__Lib_MathDouble.c,2149 :: 		
GT_TRUE:
;__Lib_MathDouble.c,2150 :: 		
0x0201	0x08FA      	MOVF       R10, 1
;__Lib_MathDouble.c,2151 :: 		
0x0202	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,2152 :: 		
0x0203	0x2A05      	GOTO       COMPARE_GT
;__Lib_MathDouble.c,2153 :: 		
0x0204	0x2A07      	GOTO       COMPARE_LT
;__Lib_MathDouble.c,2155 :: 		
COMPARE_GT:
;__Lib_MathDouble.c,2158 :: 		
0x0205	0x1403      	BSF        STATUS, 0
;__Lib_MathDouble.c,2159 :: 		
0x0206	0x0008      	RETURN
;__Lib_MathDouble.c,2160 :: 		
COMPARE_LT:
;__Lib_MathDouble.c,2163 :: 		
0x0207	0x1003      	BCF        STATUS, 0
;__Lib_MathDouble.c,2164 :: 		
0x0208	0x0008      	RETURN
;__Lib_MathDouble.c,2165 :: 		
COMPARE_EQU:
;__Lib_MathDouble.c,2168 :: 		
0x0209	0x1403      	BSF        STATUS, 0
;__Lib_MathDouble.c,2169 :: 		
0x020A	0x1503      	BSF        STATUS, 2
;__Lib_MathDouble.c,2170 :: 		
0x020B	0x0008      	RETURN
;__Lib_MathDouble.c,2172 :: 		
L_end_Compare_Double:
0x020C	0x0008      	RETURN
; end of _Compare_Double
_NRM3232:
;__Lib_MathDouble.c,167 :: 		
;__Lib_MathDouble.c,173 :: 		
;__Lib_MathDouble.c,175 :: 		
0x020D	0x01A0      	CLRF       __math_tempbD
;__Lib_MathDouble.c,176 :: 		
0x020E	0x0872      	MOVF       R2, 0
;__Lib_MathDouble.c,177 :: 		
0x020F	0x1D03      	BTFSS      STATUS, 2
;__Lib_MathDouble.c,178 :: 		
0x0210	0x2A22      	GOTO       NORM3232
;__Lib_MathDouble.c,179 :: 		
0x0211	0x0871      	MOVF       R1, 0
;__Lib_MathDouble.c,180 :: 		
0x0212	0x00F2      	MOVWF      R2
;__Lib_MathDouble.c,181 :: 		
0x0213	0x0870      	MOVF       R0, 0
;__Lib_MathDouble.c,182 :: 		
0x0214	0x00F1      	MOVWF      R1
;__Lib_MathDouble.c,183 :: 		
0x0215	0x01F0      	CLRF       R0
;__Lib_MathDouble.c,184 :: 		
0x0216	0x15A0      	BSF        __math_tempbD, 3
;__Lib_MathDouble.c,186 :: 		
0x0217	0x0872      	MOVF       R2, 0
;__Lib_MathDouble.c,187 :: 		
0x0218	0x1D03      	BTFSS      STATUS, 2
;__Lib_MathDouble.c,188 :: 		
0x0219	0x2A22      	GOTO       NORM3232
;__Lib_MathDouble.c,189 :: 		
0x021A	0x0871      	MOVF       R1, 0
;__Lib_MathDouble.c,190 :: 		
0x021B	0x00F2      	MOVWF      R2
;__Lib_MathDouble.c,191 :: 		
0x021C	0x01F1      	CLRF       R1
;__Lib_MathDouble.c,192 :: 		
0x021D	0x11A0      	BCF        __math_tempbD, 3
;__Lib_MathDouble.c,193 :: 		
0x021E	0x1620      	BSF        __math_tempbD, 4
;__Lib_MathDouble.c,195 :: 		
0x021F	0x0872      	MOVF       R2, 0
;__Lib_MathDouble.c,196 :: 		
0x0220	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,197 :: 		
0x0221	0x2A30      	GOTO       JPNRES032
;__Lib_MathDouble.c,198 :: 		
NORM3232:
;__Lib_MathDouble.c,199 :: 		
0x0222	0x0820      	MOVF       __math_tempbD, 0
;__Lib_MathDouble.c,200 :: 		
0x0223	0x02F3      	SUBWF      R3, 1
;__Lib_MathDouble.c,201 :: 		
0x0224	0x1D03      	BTFSS      STATUS, 2
;__Lib_MathDouble.c,202 :: 		
0x0225	0x1C03      	BTFSS      STATUS, 0
;__Lib_MathDouble.c,203 :: 		
0x0226	0x2A34      	GOTO       JPNSETFUN32
;__Lib_MathDouble.c,204 :: 		
0x0227	0x1003      	BCF        STATUS, 0
;__Lib_MathDouble.c,205 :: 		
NORM3232A:
;__Lib_MathDouble.c,206 :: 		
0x0228	0x1BF2      	BTFSC      R2, 7
;__Lib_MathDouble.c,207 :: 		
0x0229	0x2A38      	GOTO       JMPNFIXSIGN32
;__Lib_MathDouble.c,208 :: 		
0x022A	0x0DF0      	RLF        R0, 1
;__Lib_MathDouble.c,209 :: 		
0x022B	0x0DF1      	RLF        R1, 1
;__Lib_MathDouble.c,210 :: 		
0x022C	0x0DF2      	RLF        R2, 1
;__Lib_MathDouble.c,211 :: 		
0x022D	0x0BF3      	DECFSZ     R3, 1
;__Lib_MathDouble.c,212 :: 		
0x022E	0x2A28      	GOTO       NORM3232A
;__Lib_MathDouble.c,213 :: 		
0x022F	0x2A34      	GOTO       JPNSETFUN32
;__Lib_MathDouble.c,214 :: 		
JPNRES032:
;__Lib_MathDouble.c,215 :: 		
0x0230	0x3001      	MOVLW      1
;__Lib_MathDouble.c,216 :: 		
0x0231	0x00FC      	MOVWF      R12
;__Lib_MathDouble.c,218 :: 		
0x0232	0x21B6      	CALL       _RES032
;__Lib_MathDouble.c,220 :: 		
0x0233	0x2A3B      	GOTO       NORM32EEE
;__Lib_MathDouble.c,221 :: 		
JPNSETFUN32:
;__Lib_MathDouble.c,222 :: 		
0x0234	0x3002      	MOVLW      2
;__Lib_MathDouble.c,223 :: 		
0x0235	0x00FC      	MOVWF      R12
;__Lib_MathDouble.c,225 :: 		
0x0236	0x2140      	CALL       _SETFUN32
;__Lib_MathDouble.c,227 :: 		
0x0237	0x2A3B      	GOTO       NORM32EEE
;__Lib_MathDouble.c,228 :: 		
JMPNFIXSIGN32:
;__Lib_MathDouble.c,229 :: 		
0x0238	0x3004      	MOVLW      4
;__Lib_MathDouble.c,230 :: 		
0x0239	0x00FC      	MOVWF      R12
;__Lib_MathDouble.c,232 :: 		
0x023A	0x213C      	CALL       _FIXSIGN32
;__Lib_MathDouble.c,234 :: 		
NORM32EEE:
;__Lib_MathDouble.c,236 :: 		
L_end_NRM3232:
0x023B	0x0008      	RETURN
; end of _NRM3232
_Div_32x32_U:
;__Lib_Math.c,1317 :: 		
;__Lib_Math.c,1326 :: 		
;__Lib_Math.c,1328 :: 		
0x023C	0x1283      	BCF        STATUS, 5
;__Lib_Math.c,1329 :: 		
0x023D	0x1303      	BCF        STATUS, 6
;__Lib_Math.c,1330 :: 		
0x023E	0x01FB      	CLRF       R11
;__Lib_Math.c,1331 :: 		
0x023F	0x01FA      	CLRF       R10
;__Lib_Math.c,1332 :: 		
0x0240	0x01F9      	CLRF       R9
;__Lib_Math.c,1333 :: 		
0x0241	0x01F8      	CLRF       R8
;__Lib_Math.c,1335 :: 		
0x0242	0x01A1      	CLRF       ___math_tempb
;__Lib_Math.c,1337 :: 		
0x0243	0x0D73      	RLF        R3, 0
;__Lib_Math.c,1338 :: 		
0x0244	0x0DF8      	RLF        R8, 1
;__Lib_Math.c,1339 :: 		
0x0245	0x0874      	MOVF       R4, 0
;__Lib_Math.c,1340 :: 		
0x0246	0x02F8      	SUBWF      R8, 1
;__Lib_Math.c,1341 :: 		
0x0247	0x0875      	MOVF       R5, 0
;__Lib_Math.c,1342 :: 		
0x0248	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1343 :: 		
0x0249	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,1344 :: 		
0x024A	0x02F9      	SUBWF      R9, 1
;__Lib_Math.c,1345 :: 		
0x024B	0x0876      	MOVF       R6, 0
;__Lib_Math.c,1346 :: 		
0x024C	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1347 :: 		
0x024D	0x0F76      	INCFSZ     R6, 0
;__Lib_Math.c,1348 :: 		
0x024E	0x02FA      	SUBWF      R10, 1
;__Lib_Math.c,1349 :: 		
0x024F	0x0877      	MOVF       R7, 0
;__Lib_Math.c,1350 :: 		
0x0250	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1351 :: 		
0x0251	0x0F77      	INCFSZ     R7, 0
;__Lib_Math.c,1352 :: 		
0x0252	0x02FB      	SUBWF      R11, 1
;__Lib_Math.c,1354 :: 		
0x0253	0x0100      	CLRW
;__Lib_Math.c,1355 :: 		
0x0254	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1356 :: 		
0x0255	0x3001      	MOVLW      1
;__Lib_Math.c,1357 :: 		
0x0256	0x02A1      	SUBWF      ___math_tempb, 1
;__Lib_Math.c,1358 :: 		
0x0257	0x0DF3      	RLF        R3, 1
;__Lib_Math.c,1360 :: 		
0x0258	0x3007      	MOVLW      7
;__Lib_Math.c,1361 :: 		
0x0259	0x00FC      	MOVWF      R12
;__Lib_Math.c,1363 :: 		
LOOPU3232A:
;__Lib_Math.c,1364 :: 		
0x025A	0x0D73      	RLF        R3, 0
;__Lib_Math.c,1365 :: 		
0x025B	0x0DF8      	RLF        R8, 1
;__Lib_Math.c,1366 :: 		
0x025C	0x0DF9      	RLF        R9, 1
;__Lib_Math.c,1367 :: 		
0x025D	0x0DFA      	RLF        R10, 1
;__Lib_Math.c,1368 :: 		
0x025E	0x0DFB      	RLF        R11, 1
;__Lib_Math.c,1369 :: 		
0x025F	0x0DA1      	RLF        ___math_tempb, 1
;__Lib_Math.c,1370 :: 		
0x0260	0x0874      	MOVF       R4, 0
;__Lib_Math.c,1371 :: 		
0x0261	0x1C73      	BTFSS      R3, 0
;__Lib_Math.c,1372 :: 		
0x0262	0x2A75      	GOTO       UADD22LA
;__Lib_Math.c,1374 :: 		
0x0263	0x02F8      	SUBWF      R8, 1
;__Lib_Math.c,1375 :: 		
0x0264	0x0875      	MOVF       R5, 0
;__Lib_Math.c,1376 :: 		
0x0265	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1377 :: 		
0x0266	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,1378 :: 		
0x0267	0x02F9      	SUBWF      R9, 1
;__Lib_Math.c,1379 :: 		
0x0268	0x0876      	MOVF       R6, 0
;__Lib_Math.c,1380 :: 		
0x0269	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1381 :: 		
0x026A	0x0F76      	INCFSZ     R6, 0
;__Lib_Math.c,1382 :: 		
0x026B	0x02FA      	SUBWF      R10, 1
;__Lib_Math.c,1383 :: 		
0x026C	0x0877      	MOVF       R7, 0
;__Lib_Math.c,1384 :: 		
0x026D	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1385 :: 		
0x026E	0x0F77      	INCFSZ     R7, 0
;__Lib_Math.c,1386 :: 		
0x026F	0x02FB      	SUBWF      R11, 1
;__Lib_Math.c,1387 :: 		
0x0270	0x0100      	CLRW
;__Lib_Math.c,1388 :: 		
0x0271	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1389 :: 		
0x0272	0x3001      	MOVLW      1
;__Lib_Math.c,1390 :: 		
0x0273	0x02A1      	SUBWF      ___math_tempb, 1
;__Lib_Math.c,1391 :: 		
0x0274	0x2A86      	GOTO       UOK22LA
;__Lib_Math.c,1393 :: 		
UADD22LA:
;__Lib_Math.c,1394 :: 		
0x0275	0x07F8      	ADDWF      R8, 1
;__Lib_Math.c,1395 :: 		
0x0276	0x0875      	MOVF       R5, 0
;__Lib_Math.c,1396 :: 		
0x0277	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1397 :: 		
0x0278	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,1398 :: 		
0x0279	0x07F9      	ADDWF      R9, 1
;__Lib_Math.c,1399 :: 		
0x027A	0x0876      	MOVF       R6, 0
;__Lib_Math.c,1400 :: 		
0x027B	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1401 :: 		
0x027C	0x0F76      	INCFSZ     R6, 0
;__Lib_Math.c,1402 :: 		
0x027D	0x07FA      	ADDWF      R10, 1
;__Lib_Math.c,1403 :: 		
0x027E	0x0877      	MOVF       R7, 0
;__Lib_Math.c,1404 :: 		
0x027F	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1405 :: 		
0x0280	0x0F77      	INCFSZ     R7, 0
;__Lib_Math.c,1406 :: 		
0x0281	0x07FB      	ADDWF      R11, 1
;__Lib_Math.c,1407 :: 		
0x0282	0x0100      	CLRW
;__Lib_Math.c,1408 :: 		
0x0283	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1409 :: 		
0x0284	0x3001      	MOVLW      1
;__Lib_Math.c,1410 :: 		
0x0285	0x07A1      	ADDWF      ___math_tempb, 1
;__Lib_Math.c,1412 :: 		
UOK22LA:
;__Lib_Math.c,1413 :: 		
0x0286	0x0DF3      	RLF        R3, 1
;__Lib_Math.c,1415 :: 		
0x0287	0x0BFC      	DECFSZ     R12, 1
;__Lib_Math.c,1416 :: 		
0x0288	0x2A5A      	GOTO       LOOPU3232A
;__Lib_Math.c,1418 :: 		
0x0289	0x0D72      	RLF        R2, 0
;__Lib_Math.c,1419 :: 		
0x028A	0x0DF8      	RLF        R8, 1
;__Lib_Math.c,1420 :: 		
0x028B	0x0DF9      	RLF        R9, 1
;__Lib_Math.c,1421 :: 		
0x028C	0x0DFA      	RLF        R10, 1
;__Lib_Math.c,1422 :: 		
0x028D	0x0DFB      	RLF        R11, 1
;__Lib_Math.c,1423 :: 		
0x028E	0x0DA1      	RLF        ___math_tempb, 1
;__Lib_Math.c,1424 :: 		
0x028F	0x0874      	MOVF       R4, 0
;__Lib_Math.c,1425 :: 		
0x0290	0x1C73      	BTFSS      R3, 0
;__Lib_Math.c,1426 :: 		
0x0291	0x2AA4      	GOTO       UADD22L8
;__Lib_Math.c,1428 :: 		
0x0292	0x02F8      	SUBWF      R8, 1
;__Lib_Math.c,1429 :: 		
0x0293	0x0875      	MOVF       R5, 0
;__Lib_Math.c,1430 :: 		
0x0294	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1431 :: 		
0x0295	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,1432 :: 		
0x0296	0x02F9      	SUBWF      R9, 1
;__Lib_Math.c,1433 :: 		
0x0297	0x0876      	MOVF       R6, 0
;__Lib_Math.c,1434 :: 		
0x0298	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1435 :: 		
0x0299	0x0F76      	INCFSZ     R6, 0
;__Lib_Math.c,1436 :: 		
0x029A	0x02FA      	SUBWF      R10, 1
;__Lib_Math.c,1437 :: 		
0x029B	0x0877      	MOVF       R7, 0
;__Lib_Math.c,1438 :: 		
0x029C	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1439 :: 		
0x029D	0x0F77      	INCFSZ     R7, 0
;__Lib_Math.c,1440 :: 		
0x029E	0x02FB      	SUBWF      R11, 1
;__Lib_Math.c,1441 :: 		
0x029F	0x0100      	CLRW
;__Lib_Math.c,1442 :: 		
0x02A0	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1443 :: 		
0x02A1	0x3001      	MOVLW      1
;__Lib_Math.c,1444 :: 		
0x02A2	0x02A1      	SUBWF      ___math_tempb, 1
;__Lib_Math.c,1445 :: 		
0x02A3	0x2AB5      	GOTO       UOK22L8
;__Lib_Math.c,1447 :: 		
UADD22L8:
;__Lib_Math.c,1448 :: 		
0x02A4	0x07F8      	ADDWF      R8, 1
;__Lib_Math.c,1449 :: 		
0x02A5	0x0875      	MOVF       R5, 0
;__Lib_Math.c,1450 :: 		
0x02A6	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1451 :: 		
0x02A7	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,1452 :: 		
0x02A8	0x07F9      	ADDWF      R9, 1
;__Lib_Math.c,1453 :: 		
0x02A9	0x0876      	MOVF       R6, 0
;__Lib_Math.c,1454 :: 		
0x02AA	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1455 :: 		
0x02AB	0x0F76      	INCFSZ     R6, 0
;__Lib_Math.c,1456 :: 		
0x02AC	0x07FA      	ADDWF      R10, 1
;__Lib_Math.c,1457 :: 		
0x02AD	0x0877      	MOVF       R7, 0
;__Lib_Math.c,1458 :: 		
0x02AE	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1459 :: 		
0x02AF	0x0F77      	INCFSZ     R7, 0
;__Lib_Math.c,1460 :: 		
0x02B0	0x07FB      	ADDWF      R11, 1
;__Lib_Math.c,1461 :: 		
0x02B1	0x0100      	CLRW
;__Lib_Math.c,1462 :: 		
0x02B2	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1463 :: 		
0x02B3	0x3001      	MOVLW      1
;__Lib_Math.c,1464 :: 		
0x02B4	0x07A1      	ADDWF      ___math_tempb, 1
;__Lib_Math.c,1466 :: 		
UOK22L8:
;__Lib_Math.c,1467 :: 		
0x02B5	0x0DF2      	RLF        R2, 1
;__Lib_Math.c,1469 :: 		
0x02B6	0x3007      	MOVLW      7
;__Lib_Math.c,1470 :: 		
0x02B7	0x00FC      	MOVWF      R12
;__Lib_Math.c,1472 :: 		
LOOPU3232B:
;__Lib_Math.c,1473 :: 		
0x02B8	0x0D72      	RLF        R2, 0
;__Lib_Math.c,1474 :: 		
0x02B9	0x0DF8      	RLF        R8, 1
;__Lib_Math.c,1475 :: 		
